timeStamp= 1305031229.528748; T[0]= 0.000000000; T[1]= 0.000000000; T[2]= 0.000000000; x= 0.000000000; y=  0.000000000; z=  0.000000000; w= 1.000000000
timeStamp= 1305031234.729763985; T[0]= -0.016542139; T[1]= 0.085931025; T[2]= -0.012649570; x= 0.287402332; y=  -0.324990869; z=  0.159817219; w= 0.886701465
timeStamp= 1305031234.761815071; T[0]= -0.014060430; T[1]= 0.082208931; T[2]= -0.016204391; x= 0.304423541; y=  -0.320111632; z=  0.163462415; w= 0.882119656
timeStamp= 1305031234.793715954; T[0]= -0.018527046; T[1]= 0.094814733; T[2]= -0.015109257; x= 0.321754724; y=  -0.316713929; z=  0.169494092; w= 0.876035452
timeStamp= 1305031234.829771996; T[0]= -0.015589659; T[1]= 0.093873918; T[2]= -0.017930342; x= 0.332349956; y=  -0.313342154; z=  0.169920802; w= 0.873205185
timeStamp= 1305031234.861872911; T[0]= -0.019603919; T[1]= 0.099790037; T[2]= -0.016724974; x= 0.343795687; y=  -0.309483767; z=  0.173423439; w= 0.869453192
timeStamp= 1305031234.893759966; T[0]= -0.020992620; T[1]= 0.104377262; T[2]= -0.011981063; x= 0.351264030; y=  -0.308304131; z=  0.174843192; w= 0.866598070
timeStamp= 1305031234.929666042; T[0]= -0.024601694; T[1]= 0.113709167; T[2]= -0.011278001; x= 0.352140695; y=  -0.307258725; z=  0.174364537; w= 0.866710007
timeStamp= 1305031234.961658955; T[0]= -0.025868364; T[1]= 0.115041249; T[2]= -0.012925657; x= 0.346561134; y=  -0.308769763; z=  0.173768476; w= 0.868539751
timeStamp= 1305031234.993748903; T[0]= -0.037433088; T[1]= 0.122163706; T[2]= -0.004684672; x= 0.339142948; y=  -0.312740535; z=  0.171641171; w= 0.870468199
timeStamp= 1305031235.029700994; T[0]= -0.033689793; T[1]= 0.114005014; T[2]= -0.006071698; x= 0.328520656; y=  -0.316449165; z=  0.168848574; w= 0.873741627
timeStamp= 1305031235.061590910; T[0]= -0.042250302; T[1]= 0.121420979; T[2]= 0.002850236; x= 0.319196731; y=  -0.321909726; z=  0.167385086; w= 0.875482678
timeStamp= 1305031235.093621016; T[0]= -0.040682614; T[1]= 0.114139542; T[2]= 0.002216386; x= 0.305990100; y=  -0.325471371; z=  0.161612332; w= 0.879954636
timeStamp= 1305031235.129678965; T[0]= -0.039076887; T[1]= 0.108194552; T[2]= 0.000997765; x= 0.293677986; y=  -0.328426450; z=  0.159378231; w= 0.883452356
timeStamp= 1305031235.161490917; T[0]= -0.047718182; T[1]= 0.120013468; T[2]= 0.015135908; x= 0.286730945; y=  -0.334056765; z=  0.159203306; w= 0.883654892
timeStamp= 1305031235.193604946; T[0]= -0.048816789; T[1]= 0.114910483; T[2]= 0.021991201; x= 0.270642072; y=  -0.338254422; z=  0.154092252; w= 0.888027370
timeStamp= 1305031235.229635000; T[0]= -0.049781032; T[1]= 0.114738263; T[2]= 0.020547073; x= 0.257510900; y=  -0.339644969; z=  0.151380256; w= 0.891859651
timeStamp= 1305031235.261629105; T[0]= -0.050810669; T[1]= 0.114133775; T[2]= 0.025723549; x= 0.244862735; y=  -0.343330771; z=  0.145930812; w= 0.894913733
timeStamp= 1305031235.293677092; T[0]= -0.054389365; T[1]= 0.119866222; T[2]= 0.029985704; x= 0.232891411; y=  -0.344511002; z=  0.140911013; w= 0.898453116
timeStamp= 1305031235.329648972; T[0]= -0.057072934; T[1]= 0.123258069; T[2]= 0.031529836; x= 0.216677278; y=  -0.344648391; z=  0.134610042; w= 0.903409541
timeStamp= 1305031235.361653090; T[0]= -0.058032617; T[1]= 0.115554243; T[2]= 0.034314103; x= 0.197826639; y=  -0.346017092; z=  0.129967049; w= 0.907879651
timeStamp= 1305031235.393686056; T[0]= -0.059739318; T[1]= 0.123253748; T[2]= 0.029061440; x= 0.185275614; y=  -0.346620321; z=  0.124843806; w= 0.911011279
timeStamp= 1305031235.429666042; T[0]= -0.061021633; T[1]= 0.122788064; T[2]= 0.032559011; x= 0.164295092; y=  -0.350915939; z=  0.117790185; w= 0.914325297
timeStamp= 1305031235.461668968; T[0]= -0.063427404; T[1]= 0.123317927; T[2]= 0.037112106; x= 0.146028399; y=  -0.354773194; z=  0.116012469; w= 0.916162074
timeStamp= 1305031235.493664980; T[0]= -0.065102547; T[1]= 0.124290310; T[2]= 0.037447631; x= 0.128421560; y=  -0.358098239; z=  0.110697396; w= 0.918161094
timeStamp= 1305031235.529737949; T[0]= -0.066046245; T[1]= 0.123835459; T[2]= 0.038644306; x= 0.109533519; y=  -0.361651808; z=  0.104800858; w= 0.919906139
timeStamp= 1305031235.561675072; T[0]= -0.067610666; T[1]= 0.124037191; T[2]= 0.040796068; x= 0.091940701; y=  -0.363985002; z=  0.101213530; w= 0.921313107
timeStamp= 1305031235.593725920; T[0]= -0.071799733; T[1]= 0.128081173; T[2]= 0.043683376; x= 0.073227435; y=  -0.366390616; z=  0.096817963; w= 0.922508597
timeStamp= 1305031235.629797935; T[0]= -0.071908370; T[1]= 0.127909705; T[2]= 0.045524586; x= 0.053574245; y=  -0.368925869; z=  0.090957493; w= 0.923444867
timeStamp= 1305031235.661669016; T[0]= -0.075142995; T[1]= 0.127528697; T[2]= 0.046938516; x= 0.032486852; y=  -0.371407956; z=  0.087001100; w= 0.923813701
timeStamp= 1305031235.693697929; T[0]= -0.075641796; T[1]= 0.126671538; T[2]= 0.049705088; x= 0.011308396; y=  -0.374754250; z=  0.081591852; w= 0.923457801
timeStamp= 1305031235.729660988; T[0]= -0.078485392; T[1]= 0.132244438; T[2]= 0.053963829; x= -0.006937004; y=  -0.378889024; z=  0.078477755; w= 0.922082663
timeStamp= 1305031235.761817932; T[0]= -0.081638783; T[1]= 0.139132738; T[2]= 0.056742549; x= -0.025057776; y=  -0.381791204; z=  0.073859207; w= 0.920951962
timeStamp= 1305031235.793627977; T[0]= -0.081871897; T[1]= 0.138900772; T[2]= 0.059940800; x= -0.046229016; y=  -0.384012014; z=  0.068578333; w= 0.919616699
timeStamp= 1305031235.829663038; T[0]= -0.086288720; T[1]= 0.147685409; T[2]= 0.060029965; x= -0.061840031; y=  -0.383777082; z=  0.065135323; w= 0.919047654
timeStamp= 1305031235.861603022; T[0]= -0.089369938; T[1]= 0.152269885; T[2]= 0.061949901; x= -0.077686235; y=  -0.383704007; z=  0.060701072; w= 0.918178439
timeStamp= 1305031235.893697977; T[0]= -0.089264937; T[1]= 0.148042113; T[2]= 0.071667269; x= -0.099096537; y=  -0.387712389; z=  0.054998815; w= 0.914786458
timeStamp= 1305031235.929663897; T[0]= -0.089133434; T[1]= 0.144870341; T[2]= 0.071913585; x= -0.115719870; y=  -0.387263030; z=  0.049174242; w= 0.913355529
timeStamp= 1305031235.961704016; T[0]= -0.092479475; T[1]= 0.150172502; T[2]= 0.069926277; x= -0.128807157; y=  -0.386420578; z=  0.044742711; w= 0.912187576
timeStamp= 1305031235.993673086; T[0]= -0.093236141; T[1]= 0.154165149; T[2]= 0.083012290; x= -0.142949522; y=  -0.392339915; z=  0.043390576; w= 0.907607973
timeStamp= 1305031236.029652119; T[0]= -0.095526464; T[1]= 0.153765261; T[2]= 0.086880654; x= -0.156381384; y=  -0.393469036; z=  0.039073974; w= 0.905096889
timeStamp= 1305031236.061630011; T[0]= -0.091743961; T[1]= 0.159854591; T[2]= 0.081788294; x= -0.165421203; y=  -0.391366422; z=  0.035644908; w= 0.904542863
timeStamp= 1305031236.093688011; T[0]= -0.099523716; T[1]= 0.163481176; T[2]= 0.070799977; x= -0.170166686; y=  -0.384177268; z=  0.033928234; w= 0.906807721
timeStamp= 1305031236.129659891; T[0]= -0.099825650; T[1]= 0.166711017; T[2]= 0.073714860; x= -0.175883532; y=  -0.384371132; z=  0.030545019; w= 0.905754387
timeStamp= 1305031236.161669970; T[0]= -0.098343872; T[1]= 0.172398433; T[2]= 0.079326764; x= -0.178086042; y=  -0.386621207; z=  0.029743044; w= 0.904392004
timeStamp= 1305031236.193597078; T[0]= -0.097398818; T[1]= 0.170021966; T[2]= 0.081395902; x= -0.188801765; y=  -0.385916263; z=  0.028187759; w= 0.902567565
timeStamp= 1305031236.229721069; T[0]= -0.097120419; T[1]= 0.174848557; T[2]= 0.092846185; x= -0.190839827; y=  -0.389753848; z=  0.028552286; w= 0.900476038
timeStamp= 1305031236.261668921; T[0]= -0.099073432; T[1]= 0.177780479; T[2]= 0.090355285; x= -0.187586129; y=  -0.387087852; z=  0.031470198; w= 0.902210772
timeStamp= 1305031236.293648005; T[0]= -0.100929320; T[1]= 0.177268028; T[2]= 0.107960135; x= -0.184600949; y=  -0.393511415; z=  0.031852327; w= 0.900031626
timeStamp= 1305031236.329663038; T[0]= -0.098250657; T[1]= 0.169499457; T[2]= 0.111587405; x= -0.177997366; y=  -0.393877149; z=  0.032726567; w= 0.901169717
timeStamp= 1305031236.361588001; T[0]= -0.095159806; T[1]= 0.164955825; T[2]= 0.100080021; x= -0.168024436; y=  -0.389401823; z=  0.035955314; w= 0.904898584
timeStamp= 1305031236.393685102; T[0]= -0.101702638; T[1]= 0.165759385; T[2]= 0.108820930; x= -0.156669036; y=  -0.393815279; z=  0.042106971; w= 0.904760480
timeStamp= 1305031236.429661989; T[0]= -0.100012243; T[1]= 0.170982808; T[2]= 0.138621226; x= -0.146757856; y=  -0.409397066; z=  0.054369897; w= 0.898832738
timeStamp= 1305031236.461653948; T[0]= -0.097838081; T[1]= 0.170697778; T[2]= 0.133739322; x= -0.129017368; y=  -0.406538963; z=  0.058598768; w= 0.902577937
timeStamp= 1305031236.493658066; T[0]= -0.096637815; T[1]= 0.166614756; T[2]= 0.126641303; x= -0.116315283; y=  -0.402779967; z=  0.061599039; w= 0.905784070
timeStamp= 1305031236.529695034; T[0]= -0.094616599; T[1]= 0.169995278; T[2]= 0.124066867; x= -0.096340440; y=  -0.402309418; z=  0.069292508; w= 0.907779932
timeStamp= 1305031236.561677933; T[0]= -0.097131692; T[1]= 0.165182129; T[2]= 0.110509209; x= -0.080947481; y=  -0.394829690; z=  0.068996601; w= 0.912576973
timeStamp= 1305031236.593682051; T[0]= -0.094868064; T[1]= 0.166194871; T[2]= 0.126554906; x= -0.066420712; y=  -0.402319133; z=  0.079495460; w= 0.909619808
timeStamp= 1305031236.629642010; T[0]= -0.089334413; T[1]= 0.167938322; T[2]= 0.120599605; x= -0.047939800; y=  -0.400611013; z=  0.085511006; w= 0.910988808
timeStamp= 1305031236.661654949; T[0]= -0.085436940; T[1]= 0.156358287; T[2]= 0.112369649; x= -0.035363074; y=  -0.397843838; z=  0.086502448; w= 0.912681341
timeStamp= 1305031236.693666935; T[0]= -0.084497392; T[1]= 0.163113460; T[2]= 0.115187101; x= -0.016152270; y=  -0.400777161; z=  0.095900312; w= 0.910999477
timeStamp= 1305031236.729692936; T[0]= -0.077639371; T[1]= 0.162634864; T[2]= 0.102417693; x= 0.002967295; y=  -0.397324651; z=  0.098336361; w= 0.912389398
timeStamp= 1305031236.761749029; T[0]= -0.080965452; T[1]= 0.161986247; T[2]= 0.106276967; x= 0.017823769; y=  -0.398478746; z=  0.106870286; w= 0.910755634
timeStamp= 1305031236.793674946; T[0]= -0.077233724; T[1]= 0.159403816; T[2]= 0.098987542; x= 0.036269486; y=  -0.396101654; z=  0.110592328; w= 0.910800457
timeStamp= 1305031236.829705000; T[0]= -0.074960001; T[1]= 0.158494517; T[2]= 0.095185950; x= 0.054786902; y=  -0.393979251; z=  0.114165738; w= 0.910354376
