timeStamp= 1305031790.645155; T[0]= 0.000000000; T[1]= 0.000000000; T[2]= 0.000000000; x= 0.000000000; y=  0.000000000; z=  0.000000000; w= 1.000000000
timeStamp= 1305031795.913137913; T[0]= 0.009744300; T[1]= -0.088445760; T[2]= -0.350959957; x= 0.275443673; y=  0.849462867; z=  0.297813416; w= 0.337417811
timeStamp= 1305031795.949064970; T[0]= 0.020069441; T[1]= -0.080047429; T[2]= -0.353912413; x= 0.269563615; y=  0.845309258; z=  0.314111292; w= 0.337819159
timeStamp= 1305031795.981148005; T[0]= 0.032959588; T[1]= -0.072782427; T[2]= -0.352032095; x= 0.260472059; y=  0.841895998; z=  0.331425279; w= 0.336931258
timeStamp= 1305031796.013148069; T[0]= 0.046484835; T[1]= -0.069668092; T[2]= -0.354717702; x= 0.252643585; y=  0.838070273; z=  0.349518329; w= 0.334135264
timeStamp= 1305031796.049088001; T[0]= 0.058075704; T[1]= -0.068326794; T[2]= -0.353162974; x= 0.246669739; y=  0.833225548; z=  0.367792606; w= 0.331085861
timeStamp= 1305031796.081227064; T[0]= 0.068322167; T[1]= -0.071405284; T[2]= -0.355021298; x= 0.239194080; y=  0.826638699; z=  0.388090402; w= 0.329909742
timeStamp= 1305031796.113718987; T[0]= 0.079724409; T[1]= -0.064542666; T[2]= -0.358252287; x= 0.231563047; y=  0.819579184; z=  0.407018006; w= 0.330158770
timeStamp= 1305031796.149086952; T[0]= 0.088850029; T[1]= -0.045385476; T[2]= -0.353226632; x= 0.226269737; y=  0.813745916; z=  0.422247440; w= 0.329130143
timeStamp= 1305031796.181009054; T[0]= 0.099105753; T[1]= -0.034316450; T[2]= -0.343318135; x= 0.220914200; y=  0.808738351; z=  0.437333256; w= 0.325390249
timeStamp= 1305031796.213056087; T[0]= 0.104464985; T[1]= -0.022443395; T[2]= -0.342990637; x= 0.214406565; y=  0.802649856; z=  0.453580588; w= 0.322564185
timeStamp= 1305031796.249114037; T[0]= 0.112054713; T[1]= -0.012352712; T[2]= -0.337460101; x= 0.206475928; y=  0.799174666; z=  0.467043608; w= 0.317108601
timeStamp= 1305031796.281099081; T[0]= 0.118107133; T[1]= -0.010076404; T[2]= -0.331593901; x= 0.202381730; y=  0.795039892; z=  0.481394976; w= 0.308564603
timeStamp= 1305031796.313205957; T[0]= 0.122076482; T[1]= -0.006558832; T[2]= -0.326947272; x= 0.197874114; y=  0.788867354; z=  0.496811330; w= 0.302841008
timeStamp= 1305031796.349054098; T[0]= 0.126718894; T[1]= -0.003016114; T[2]= -0.326824784; x= 0.191911221; y=  0.781665087; z=  0.512567699; w= 0.299072087
timeStamp= 1305031796.381169081; T[0]= 0.129457429; T[1]= 0.002320289; T[2]= -0.322653234; x= 0.188198641; y=  0.775482655; z=  0.525745034; w= 0.294618577
timeStamp= 1305031796.413114071; T[0]= 0.129518330; T[1]= 0.009446274; T[2]= -0.312217563; x= 0.184095070; y=  0.768335164; z=  0.539716244; w= 0.290648252
timeStamp= 1305031796.449048996; T[0]= 0.132913366; T[1]= 0.012322598; T[2]= -0.312729627; x= 0.178522721; y=  0.759116530; z=  0.555778503; w= 0.288065970
timeStamp= 1305031796.481178045; T[0]= 0.133832559; T[1]= 0.019200791; T[2]= -0.308657825; x= 0.173444808; y=  0.753009021; z=  0.566551745; w= 0.286205143
timeStamp= 1305031796.513164997; T[0]= 0.131880417; T[1]= 0.026225328; T[2]= -0.297774494; x= 0.168016806; y=  0.747373521; z=  0.576644897; w= 0.284049034
timeStamp= 1305031796.549413919; T[0]= 0.131799459; T[1]= 0.032265753; T[2]= -0.293561459; x= 0.161608666; y=  0.739320874; z=  0.589936376; w= 0.281535715
timeStamp= 1305031796.581120014; T[0]= 0.133272022; T[1]= 0.034859866; T[2]= -0.288898468; x= 0.157155141; y=  0.731380343; z=  0.602560043; w= 0.278040349
timeStamp= 1305031796.613166094; T[0]= 0.133780509; T[1]= 0.037033446; T[2]= -0.280907601; x= 0.154328883; y=  0.721838713; z=  0.615548372; w= 0.276100934
timeStamp= 1305031796.649028063; T[0]= 0.133403674; T[1]= 0.045048460; T[2]= -0.272969067; x= 0.150805056; y=  0.710261524; z=  0.629016161; w= 0.277714014
timeStamp= 1305031796.681030035; T[0]= 0.130747661; T[1]= 0.053901996; T[2]= -0.265917331; x= 0.148092121; y=  0.699295223; z=  0.641090453; w= 0.279388607
timeStamp= 1305031796.713146925; T[0]= 0.129600421; T[1]= 0.061523043; T[2]= -0.259098500; x= 0.145916849; y=  0.689396143; z=  0.652560592; w= 0.278578430
timeStamp= 1305031796.749469042; T[0]= 0.127795339; T[1]= 0.067126334; T[2]= -0.249534756; x= 0.143355668; y=  0.680747151; z=  0.662683010; w= 0.277279139
timeStamp= 1305031796.781363010; T[0]= 0.125247374; T[1]= 0.071846165; T[2]= -0.239438489; x= 0.140272513; y=  0.671122789; z=  0.673306763; w= 0.276723236
timeStamp= 1305031796.813481092; T[0]= 0.123303674; T[1]= 0.075248778; T[2]= -0.229581416; x= 0.139199138; y=  0.661326647; z=  0.684044838; w= 0.274505496
timeStamp= 1305031796.849581003; T[0]= 0.122441322; T[1]= 0.075874694; T[2]= -0.219840676; x= 0.138624430; y=  0.652923405; z=  0.693049312; w= 0.272317559
timeStamp= 1305031796.881184101; T[0]= 0.117657281; T[1]= 0.084689692; T[2]= -0.212534785; x= 0.138334379; y=  0.641365469; z=  0.703389108; w= 0.273418367
timeStamp= 1305031796.913356066; T[0]= 0.115326814; T[1]= 0.092289418; T[2]= -0.203664839; x= 0.137603015; y=  0.629594147; z=  0.714040101; w= 0.273538470
timeStamp= 1305031796.949588060; T[0]= 0.112657301; T[1]= 0.096899137; T[2]= -0.195301518; x= 0.137492150; y=  0.619918168; z=  0.722660601; w= 0.273054749
timeStamp= 1305031796.981203079; T[0]= 0.108688407; T[1]= 0.101234138; T[2]= -0.184298113; x= 0.135857761; y=  0.610945165; z=  0.730453908; w= 0.273360014
timeStamp= 1305031797.013521910; T[0]= 0.105220705; T[1]= 0.106575206; T[2]= -0.175977021; x= 0.132437989; y=  0.602696896; z=  0.738027632; w= 0.273005068
timeStamp= 1305031797.049323082; T[0]= 0.100947984; T[1]= 0.109791167; T[2]= -0.169565096; x= 0.129012555; y=  0.594911933; z=  0.745424151; w= 0.271621555
timeStamp= 1305031797.081389904; T[0]= 0.095802866; T[1]= 0.113485798; T[2]= -0.160582259; x= 0.125196889; y=  0.588156879; z=  0.751555204; w= 0.271222919
timeStamp= 1305031797.113039017; T[0]= 0.091647789; T[1]= 0.114990719; T[2]= -0.155225798; x= 0.121174678; y=  0.580487192; z=  0.758736193; w= 0.269574821
timeStamp= 1305031797.149544001; T[0]= 0.087601162; T[1]= 0.118144311; T[2]= -0.151722327; x= 0.120388269; y=  0.571094751; z=  0.767490625; w= 0.265170634
timeStamp= 1305031797.181421995; T[0]= 0.082669973; T[1]= 0.122428663; T[2]= -0.148256168; x= 0.121525370; y=  0.561235845; z=  0.775923669; w= 0.261128813
timeStamp= 1305031797.213700056; T[0]= 0.077154934; T[1]= 0.126299635; T[2]= -0.144310236; x= 0.123269923; y=  0.550594270; z=  0.783754766; w= 0.259574234
timeStamp= 1305031797.249702930; T[0]= 0.071543753; T[1]= 0.129986212; T[2]= -0.138788283; x= 0.125643581; y=  0.539562762; z=  0.791433692; w= 0.258298934
timeStamp= 1305031797.281270027; T[0]= 0.065904424; T[1]= 0.132161692; T[2]= -0.132845476; x= 0.127668202; y=  0.530738056; z=  0.796981215; w= 0.258532047
timeStamp= 1305031797.313580036; T[0]= 0.060393222; T[1]= 0.133795977; T[2]= -0.125998765; x= 0.127641127; y=  0.524956286; z=  0.800419211; w= 0.259726018
timeStamp= 1305031797.349646091; T[0]= 0.055622458; T[1]= 0.135699540; T[2]= -0.120829076; x= 0.126796573; y=  0.519460201; z=  0.804740250; w= 0.257830977
timeStamp= 1305031797.381715059; T[0]= 0.050939538; T[1]= 0.138093337; T[2]= -0.117156863; x= 0.127034619; y=  0.513832450; z=  0.809300065; w= 0.254699320
timeStamp= 1305031797.413427114; T[0]= 0.045369256; T[1]= 0.142615080; T[2]= -0.115636125; x= 0.128288388; y=  0.508919060; z=  0.812941253; w= 0.252329051
timeStamp= 1305031797.449440956; T[0]= 0.040338751; T[1]= 0.144105315; T[2]= -0.113362975; x= 0.129650369; y=  0.506096661; z=  0.815238595; w= 0.249885798
timeStamp= 1305031797.481228113; T[0]= 0.035672542; T[1]= 0.146486834; T[2]= -0.113744818; x= 0.132185102; y=  0.503559053; z=  0.817267239; w= 0.247041628
timeStamp= 1305031797.513093948; T[0]= 0.030161913; T[1]= 0.148867026; T[2]= -0.113584474; x= 0.134596720; y=  0.501908779; z=  0.818430185; w= 0.245241135
timeStamp= 1305031797.549578905; T[0]= 0.025304908; T[1]= 0.146471038; T[2]= -0.113640867; x= 0.136850506; y=  0.506771803; z=  0.815342605; w= 0.244275704
timeStamp= 1305031797.581134081; T[0]= 0.019409072; T[1]= 0.148408175; T[2]= -0.117468871; x= 0.140904218; y=  0.514835238; z=  0.810481250; w= 0.241269052
timeStamp= 1305031797.613379955; T[0]= 0.012699172; T[1]= 0.151761904; T[2]= -0.119514957; x= 0.145003587; y=  0.525583804; z=  0.804439247; w= 0.235824034
timeStamp= 1305031797.649456024; T[0]= 0.010267701; T[1]= 0.143870518; T[2]= -0.118803464; x= 0.147952393; y=  0.542218268; z=  0.795235217; w= 0.227398992
timeStamp= 1305031797.681478977; T[0]= 0.006972484; T[1]= 0.147302538; T[2]= -0.129998043; x= 0.150618941; y=  0.556390107; z=  0.786348879; w= 0.222259536
timeStamp= 1305031797.713068962; T[0]= 0.004246403; T[1]= 0.146551386; T[2]= -0.138620019; x= 0.148675308; y=  0.570566356; z=  0.777517140; w= 0.218670279
timeStamp= 1305031797.749314070; T[0]= 0.000771649; T[1]= 0.139637709; T[2]= -0.140620023; x= 0.145072311; y=  0.591551244; z=  0.763734937; w= 0.213845700
timeStamp= 1305031797.781335115; T[0]= -0.002337478; T[1]= 0.140143096; T[2]= -0.154404938; x= 0.139778703; y=  0.604014337; z=  0.756255448; w= 0.209060088
timeStamp= 1305031797.815809011; T[0]= -0.006884893; T[1]= 0.138582215; T[2]= -0.167278081; x= 0.136303663; y=  0.617858291; z=  0.747025490; w= 0.204022616
timeStamp= 1305031797.849286079; T[0]= -0.009337258; T[1]= 0.135061651; T[2]= -0.172251910; x= 0.134294420; y=  0.634115577; z=  0.735569060; w= 0.196978554
timeStamp= 1305031797.881088972; T[0]= -0.014407280; T[1]= 0.131211966; T[2]= -0.186835393; x= 0.133124068; y=  0.649432898; z=  0.724752724; w= 0.187745035
timeStamp= 1305031797.917109966; T[0]= -0.017074136; T[1]= 0.128225699; T[2]= -0.190346614; x= 0.132823572; y=  0.666814387; z=  0.711768508; w= 0.176357314
timeStamp= 1305031797.949860096; T[0]= -0.022218887; T[1]= 0.128104731; T[2]= -0.209284246; x= 0.133217007; y=  0.682318449; z=  0.699275613; w= 0.166457906
timeStamp= 1305031797.981340885; T[0]= -0.023808409; T[1]= 0.121116966; T[2]= -0.210827544; x= 0.132977277; y=  0.701868653; z=  0.682729900; w= 0.153548762
timeStamp= 1305031798.015013933; T[0]= -0.028828941; T[1]= 0.114569418; T[2]= -0.225775331; x= 0.132538140; y=  0.717601359; z=  0.669163525; w= 0.140363723
timeStamp= 1305031798.049485922; T[0]= -0.029998153; T[1]= 0.112300560; T[2]= -0.230442643; x= 0.133004755; y=  0.732887268; z=  0.654877424; w= 0.127755180
timeStamp= 1305031798.081407070; T[0]= -0.033251621; T[1]= 0.105019160; T[2]= -0.243240118; x= 0.131310806; y=  0.747112930; z=  0.640982091; w= 0.117139310
timeStamp= 1305031798.114761114; T[0]= -0.034358747; T[1]= 0.101275362; T[2]= -0.248947859; x= 0.130391732; y=  0.761474907; z=  0.626187623; w= 0.105084695
timeStamp= 1305031798.150523901; T[0]= -0.035683610; T[1]= 0.091031484; T[2]= -0.259489536; x= 0.129099533; y=  0.772641778; z=  0.614599884; w= 0.092870206
timeStamp= 1305031798.181473970; T[0]= -0.034542412; T[1]= 0.088837162; T[2]= -0.268852085; x= 0.129530028; y=  0.782135189; z=  0.603974164; w= 0.081863120
timeStamp= 1305031798.216928959; T[0]= -0.035228893; T[1]= 0.082538359; T[2]= -0.278885901; x= 0.127198890; y=  0.791056812; z=  0.593954921; w= 0.072573014
timeStamp= 1305031798.249819040; T[0]= -0.034404214; T[1]= 0.076751992; T[2]= -0.288895220; x= 0.123915412; y=  0.801102638; z=  0.582509339; w= 0.059684224
timeStamp= 1305031798.281361103; T[0]= -0.032385118; T[1]= 0.070784844; T[2]= -0.294947118; x= 0.120475531; y=  0.810920537; z=  0.570727646; w= 0.046510961
timeStamp= 1305031798.316991091; T[0]= -0.028823948; T[1]= 0.065660574; T[2]= -0.304424345; x= 0.117189266; y=  0.819993138; z=  0.559199035; w= 0.034265891
timeStamp= 1305031798.349307060; T[0]= -0.026460025; T[1]= 0.060532842; T[2]= -0.309278160; x= 0.115554698; y=  0.829092026; z=  0.546529412; w= 0.023642372
timeStamp= 1305031798.381403923; T[0]= -0.025338171; T[1]= 0.053350680; T[2]= -0.313979238; x= 0.111747652; y=  0.837615550; z=  0.534525156; w= 0.013978030
timeStamp= 1305031798.417222023; T[0]= -0.023392081; T[1]= 0.047182716; T[2]= -0.323267609; x= 0.107543662; y=  0.845408976; z=  0.523173034; w= 0.002800019
timeStamp= 1305031798.449034929; T[0]= -0.020730751; T[1]= 0.041120917; T[2]= -0.329824686; x= 0.104323618; y=  0.853175819; z=  0.511007488; w= -0.008876845
timeStamp= 1305031798.481499910; T[0]= -0.017936861; T[1]= 0.035862524; T[2]= -0.334790647; x= 0.102025345; y=  0.861865461; z=  0.496348888; w= -0.020406788
timeStamp= 1305031798.517143011; T[0]= -0.017681587; T[1]= 0.027490947; T[2]= -0.339152485; x= 0.098401926; y=  0.869179487; z=  0.483655006; w= -0.030359713
timeStamp= 1305031798.548960924; T[0]= -0.016278286; T[1]= 0.020797810; T[2]= -0.344286025; x= 0.094421804; y=  0.875642478; z=  0.471779704; w= -0.041935027
timeStamp= 1305031798.581180096; T[0]= -0.015191303; T[1]= 0.015887694; T[2]= -0.350933939; x= 0.093360566; y=  0.882393181; z=  0.457921445; w= -0.054533578
timeStamp= 1305031798.616884947; T[0]= -0.016310312; T[1]= 0.009029116; T[2]= -0.353291631; x= 0.092679039; y=  0.888378382; z=  0.444827914; w= -0.065744936
timeStamp= 1305031798.649358034; T[0]= -0.016465327; T[1]= 0.001644995; T[2]= -0.358942717; x= 0.092460029; y=  0.892650425; z=  0.434199303; w= -0.078084640
timeStamp= 1305031798.681150913; T[0]= -0.017091244; T[1]= -0.004534405; T[2]= -0.365583926; x= 0.094512165; y=  0.896574736; z=  0.422904611; w= -0.091502868
timeStamp= 1305031798.717509985; T[0]= -0.017019060; T[1]= -0.007809486; T[2]= -0.368753165; x= 0.096249454; y=  0.901233852; z=  0.409119099; w= -0.105522618
timeStamp= 1305031798.749406099; T[0]= -0.018625971; T[1]= -0.012478110; T[2]= -0.370976865; x= 0.096774988; y=  0.906032443; z=  0.395133555; w= -0.116658203
timeStamp= 1305031798.781064987; T[0]= -0.014754735; T[1]= -0.018065752; T[2]= -0.370231271; x= 0.092454776; y=  0.911326528; z=  0.381162971; w= -0.125102803
timeStamp= 1305031798.816637039; T[0]= -0.015471829; T[1]= -0.027127778; T[2]= -0.375450671; x= 0.087299839; y=  0.916631460; z=  0.366649300; w= -0.133167669
timeStamp= 1305031798.849096060; T[0]= -0.013939563; T[1]= -0.035219364; T[2]= -0.375403613; x= 0.082879148; y=  0.921432257; z=  0.352306932; w= -0.141327187
timeStamp= 1305031798.881161928; T[0]= -0.010833144; T[1]= -0.043625139; T[2]= -0.375942200; x= 0.078819387; y=  0.925828636; z=  0.338731289; w= -0.147952050
timeStamp= 1305031798.916728973; T[0]= -0.012830903; T[1]= -0.052252285; T[2]= -0.379544169; x= 0.074328355; y=  0.929477811; z=  0.328598559; w= -0.150230095
timeStamp= 1305031798.949080944; T[0]= -0.013612062; T[1]= -0.057444394; T[2]= -0.377265334; x= 0.069264397; y=  0.932650387; z=  0.319640219; w= -0.152301297
timeStamp= 1305031798.981161118; T[0]= -0.013477439; T[1]= -0.061831430; T[2]= -0.378147274; x= 0.066072576; y=  0.935694873; z=  0.309325427; w= -0.156291991
timeStamp= 1305031799.016403913; T[0]= -0.012653043; T[1]= -0.069382817; T[2]= -0.377231032; x= 0.061122615; y=  0.938905656; z=  0.298948050; w= -0.159217313
timeStamp= 1305031799.049073935; T[0]= -0.013331683; T[1]= -0.078105703; T[2]= -0.374913692; x= 0.053612769; y=  0.941194952; z=  0.291229218; w= -0.162674919
timeStamp= 1305031799.084198952; T[0]= -0.015034568; T[1]= -0.081248701; T[2]= -0.370703518; x= 0.045681935; y=  0.942752182; z=  0.284943819; w= -0.167147756
timeStamp= 1305031799.116265059; T[0]= -0.016680067; T[1]= -0.086054474; T[2]= -0.367089242; x= 0.040056970; y=  0.943525970; z=  0.280218899; w= -0.172138020
timeStamp= 1305031799.149115086; T[0]= -0.019730449; T[1]= -0.086722299; T[2]= -0.360748768; x= 0.035234608; y=  0.944360495; z=  0.275209755; w= -0.176638752
timeStamp= 1305031799.184118032; T[0]= -0.021115709; T[1]= -0.094349697; T[2]= -0.358820170; x= 0.035407718; y=  0.944121063; z=  0.272614986; w= -0.181831434
timeStamp= 1305031799.216310024; T[0]= -0.021294396; T[1]= -0.103488885; T[2]= -0.351461232; x= 0.036443606; y=  0.943397820; z=  0.272426069; w= -0.185624212
timeStamp= 1305031799.249362946; T[0]= -0.025831712; T[1]= -0.109345585; T[2]= -0.348829448; x= 0.034728255; y=  0.942255795; z=  0.274715424; w= -0.188359559
timeStamp= 1305031799.282103062; T[0]= -0.026626527; T[1]= -0.104832642; T[2]= -0.334664255; x= 0.031443715; y=  0.941705406; z=  0.274157971; w= -0.192456678
timeStamp= 1305031799.317034006; T[0]= -0.031925123; T[1]= -0.110995099; T[2]= -0.330501884; x= 0.029197937; y=  0.939873993; z=  0.277325243; w= -0.197167382
timeStamp= 1305031799.349112988; T[0]= -0.039716490; T[1]= -0.106818758; T[2]= -0.323069513; x= 0.025519377; y=  0.938637972; z=  0.278875828; w= -0.201334670
timeStamp= 1305031799.385804892; T[0]= -0.036383331; T[1]= -0.115122810; T[2]= -0.317282617; x= 0.024579870; y=  0.936139107; z=  0.282486498; w= -0.207943827
timeStamp= 1305031799.417023897; T[0]= -0.035553008; T[1]= -0.124507450; T[2]= -0.311783016; x= 0.026051035; y=  0.933065951; z=  0.288763136; w= -0.212896705
timeStamp= 1305031799.449387074; T[0]= -0.038662374; T[1]= -0.117555439; T[2]= -0.302096218; x= 0.025737027; y=  0.930130005; z=  0.296693653; w= -0.214868575
timeStamp= 1305031799.485239983; T[0]= -0.039988384; T[1]= -0.109983206; T[2]= -0.295758396; x= 0.025088163; y=  0.925913632; z=  0.308030725; w= -0.217190072
timeStamp= 1305031799.517013073; T[0]= -0.044617228; T[1]= -0.102594100; T[2]= -0.288201481; x= 0.025232036; y=  0.921704590; z=  0.319116443; w= -0.219062820
timeStamp= 1305031799.549016953; T[0]= -0.047280088; T[1]= -0.097041197; T[2]= -0.281833053; x= 0.026041439; y=  0.916880012; z=  0.331204712; w= -0.221260428
timeStamp= 1305031799.581367016; T[0]= -0.050042432; T[1]= -0.095075138; T[2]= -0.277600229; x= 0.027648594; y=  0.910959780; z=  0.345649362; w= -0.223414943
timeStamp= 1305031799.617167950; T[0]= -0.055617426; T[1]= -0.092451878; T[2]= -0.275075018; x= 0.030246411; y=  0.905095637; z=  0.359516740; w= -0.225021541
timeStamp= 1305031799.649389029; T[0]= -0.056413412; T[1]= -0.089920141; T[2]= -0.270064116; x= 0.033688158; y=  0.899329126; z=  0.372132778; w= -0.227132946
timeStamp= 1305031799.685204983; T[0]= -0.059328299; T[1]= -0.084046014; T[2]= -0.261462808; x= 0.037781611; y=  0.893248200; z=  0.385631800; w= -0.227965370
timeStamp= 1305031799.717255116; T[0]= -0.064716496; T[1]= -0.079433993; T[2]= -0.257688373; x= 0.041551281; y=  0.886310697; z=  0.401099592; w= -0.227696702
timeStamp= 1305031799.749314070; T[0]= -0.067865796; T[1]= -0.074154407; T[2]= -0.251929909; x= 0.046627786; y=  0.880128562; z=  0.413484752; w= -0.228538424
timeStamp= 1305031799.785008907; T[0]= -0.069808148; T[1]= -0.070669003; T[2]= -0.245527744; x= 0.052689828; y=  0.873237193; z=  0.426752865; w= -0.229265034
timeStamp= 1305031799.814635038; T[0]= -0.073329091; T[1]= -0.062370680; T[2]= -0.236981228; x= 0.057778992; y=  0.865961611; z=  0.441061825; w= -0.228552833
timeStamp= 1305031799.849540949; T[0]= -0.074873157; T[1]= -0.054982677; T[2]= -0.229239359; x= 0.063763596; y=  0.858638942; z=  0.453943759; w= -0.229364872
timeStamp= 1305031799.885152102; T[0]= -0.076728947; T[1]= -0.048411332; T[2]= -0.224035755; x= 0.068977959; y=  0.850969493; z=  0.467251241; w= -0.229715168
timeStamp= 1305031799.916935921; T[0]= -0.076613210; T[1]= -0.039230019; T[2]= -0.214547902; x= 0.071112275; y=  0.842987657; z=  0.481487125; w= -0.229095742
timeStamp= 1305031799.949274063; T[0]= -0.076136068; T[1]= -0.029927397; T[2]= -0.205981940; x= 0.074802414; y=  0.834091306; z=  0.495289117; w= -0.231051654
timeStamp= 1305031799.985246897; T[0]= -0.076553941; T[1]= -0.021046063; T[2]= -0.196828067; x= 0.081265621; y=  0.825481892; z=  0.507636249; w= -0.232982486
timeStamp= 1305031800.017563105; T[0]= -0.076983407; T[1]= -0.013070049; T[2]= -0.191217721; x= 0.086918131; y=  0.816050410; z=  0.521679997; w= -0.233145297
timeStamp= 1305031800.049417019; T[0]= -0.076412894; T[1]= -0.003017802; T[2]= -0.182018369; x= 0.091681212; y=  0.807175815; z=  0.534451962; w= -0.233286500
timeStamp= 1305031800.085021019; T[0]= -0.075404592; T[1]= 0.006368421; T[2]= -0.174115971; x= 0.096002072; y=  0.798471570; z=  0.546347380; w= -0.233946830
timeStamp= 1305031800.117100000; T[0]= -0.073890842; T[1]= 0.014581695; T[2]= -0.168063045; x= 0.097856864; y=  0.788949311; z=  0.559471250; w= -0.234466866
timeStamp= 1305031800.149416924; T[0]= -0.070425436; T[1]= 0.032054223; T[2]= -0.148312464; x= 0.096224479; y=  0.781182468; z=  0.569907129; w= -0.236009404
timeStamp= 1305031800.185370922; T[0]= -0.068863451; T[1]= 0.041009080; T[2]= -0.138451248; x= 0.097705610; y=  0.771948099; z=  0.579929352; w= -0.241312057
timeStamp= 1305031800.217463017; T[0]= -0.065965958; T[1]= 0.050549958; T[2]= -0.125632524; x= 0.101965934; y=  0.761792779; z=  0.590566456; w= -0.245978981
timeStamp= 1305031800.249365091; T[0]= -0.062467612; T[1]= 0.062803388; T[2]= -0.116441533; x= 0.107185729; y=  0.750212908; z=  0.603306890; w= -0.248419747
timeStamp= 1305031800.285563946; T[0]= -0.061462797; T[1]= 0.071731992; T[2]= -0.109767333; x= 0.111015230; y=  0.738953054; z=  0.616017878; w= -0.249290451
timeStamp= 1305031800.317620039; T[0]= -0.062902547; T[1]= 0.078092910; T[2]= -0.104666196; x= 0.113996640; y=  0.727005661; z=  0.628926516; w= -0.250836045
timeStamp= 1305031800.353543043; T[0]= -0.061614383; T[1]= 0.087860487; T[2]= -0.095019817; x= 0.118169852; y=  0.715231061; z=  0.639854133; w= -0.255082220
timeStamp= 1305031800.386096954; T[0]= -0.061443940; T[1]= 0.096328653; T[2]= -0.088643178; x= 0.121281423; y=  0.703059912; z=  0.651242673; w= -0.258612394
timeStamp= 1305031800.417248011; T[0]= -0.060341533; T[1]= 0.104715370; T[2]= -0.081614688; x= 0.125016257; y=  0.691151738; z=  0.661684573; w= -0.262399703
timeStamp= 1305031800.453732967; T[0]= -0.059913650; T[1]= 0.114871465; T[2]= -0.074403986; x= 0.129570931; y=  0.678908110; z=  0.671643555; w= -0.266814470
timeStamp= 1305031800.485543966; T[0]= -0.059490167; T[1]= 0.123604774; T[2]= -0.068463564; x= 0.134180471; y=  0.667543590; z=  0.680360436; w= -0.271091580
timeStamp= 1305031800.517718077; T[0]= -0.058232516; T[1]= 0.131405696; T[2]= -0.063374765; x= 0.139618143; y=  0.656460047; z=  0.688117027; w= -0.275792956
timeStamp= 1305031800.553322077; T[0]= -0.057217218; T[1]= 0.140321389; T[2]= -0.059709705; x= 0.144126058; y=  0.645385504; z=  0.695777297; w= -0.280355155
timeStamp= 1305031800.585470915; T[0]= -0.058065724; T[1]= 0.147387266; T[2]= -0.057801966; x= 0.146667376; y=  0.634931386; z=  0.703264117; w= -0.284201145
timeStamp= 1305031800.617796898; T[0]= -0.057578057; T[1]= 0.150523186; T[2]= -0.053486068; x= 0.149061099; y=  0.625406444; z=  0.709794521; w= -0.287817925
timeStamp= 1305031800.653605938; T[0]= -0.053624045; T[1]= 0.159128696; T[2]= -0.049253613; x= 0.150917575; y=  0.616261005; z=  0.716082811; w= -0.290983677
timeStamp= 1305031800.685390949; T[0]= -0.052742902; T[1]= 0.165768251; T[2]= -0.048159897; x= 0.154497430; y=  0.607170641; z=  0.721749723; w= -0.294196397
timeStamp= 1305031800.713927984; T[0]= -0.050751098; T[1]= 0.172459528; T[2]= -0.047369193; x= 0.158243448; y=  0.598729551; z=  0.726399064; w= -0.298037291
timeStamp= 1305031800.753142118; T[0]= -0.049539372; T[1]= 0.183283716; T[2]= -0.050322410; x= 0.160710439; y=  0.591064572; z=  0.730688512; w= -0.301511079
timeStamp= 1305031800.784048080; T[0]= -0.053014208; T[1]= 0.192026243; T[2]= -0.054386366; x= 0.164033949; y=  0.584674656; z=  0.732797205; w= -0.307012200
timeStamp= 1305031800.816072941; T[0]= -0.053004585; T[1]= 0.210941181; T[2]= -0.065485410; x= 0.163225949; y=  0.580407381; z=  0.733234525; w= -0.314406514
timeStamp= 1305031800.853902102; T[0]= -0.096481621; T[1]= 0.203890935; T[2]= -0.073938780; x= 0.173744529; y=  0.578545153; z=  0.730517626; w= -0.318499744
timeStamp= 1305031800.885386944; T[0]= -0.104082689; T[1]= 0.204020381; T[2]= -0.081470340; x= 0.171851963; y=  0.582450986; z=  0.723860919; w= -0.327479661
timeStamp= 1305031800.917407036; T[0]= -0.114610247; T[1]= 0.205491886; T[2]= -0.089870974; x= 0.170217842; y=  0.586862683; z=  0.717018247; w= -0.335414261
timeStamp= 1305031800.953310013; T[0]= -0.113576323; T[1]= 0.198453635; T[2]= -0.099742517; x= 0.164949805; y=  0.596064985; z=  0.705389619; w= -0.346299618
timeStamp= 1305031800.985455990; T[0]= -0.126291797; T[1]= 0.190050915; T[2]= -0.104811780; x= 0.157522663; y=  0.611610413; z=  0.688318968; w= -0.356841892
timeStamp= 1305031801.017245054; T[0]= -0.135775536; T[1]= 0.182264656; T[2]= -0.113495596; x= 0.149734572; y=  0.623073518; z=  0.673446298; w= -0.368549645
timeStamp= 1305031801.053184986; T[0]= -0.136403099; T[1]= 0.180004299; T[2]= -0.123363271; x= 0.137283444; y=  0.636167705; z=  0.656348765; w= -0.381641269
timeStamp= 1305031801.085450888; T[0]= -0.147007361; T[1]= 0.171167269; T[2]= -0.131187230; x= 0.127196506; y=  0.649362385; z=  0.639473200; w= -0.391437620
timeStamp= 1305031801.118491888; T[0]= -0.142982647; T[1]= 0.165818512; T[2]= -0.137021095; x= 0.112322852; y=  0.660910130; z=  0.624140322; w= -0.401285410
timeStamp= 1305031801.149530888; T[0]= -0.151219383; T[1]= 0.159107789; T[2]= -0.148812801; x= 0.097898342; y=  0.671440363; z=  0.609134376; w= -0.410534799
